ID,Name,Position,Company,Industry,Location,Company Size,Category,Price Range,Timeline,Review Summary,Rating,Review Date,Data Source
96,Ihor Khvorostianyi,Language Adviser,Educational Institution,Education,Ukraine,11-50 Employees,Mobile App Development,Confidential,July 2020 - July 2021,Implex created a mobile app for an educational institution. This platform was expected to assist students and teachers in the company's services.,5,,Clutch
97,Kseniia Bilash,Editor-in-Chief,WikiArt.org,"Arts, entertainment & music",Ukraine,1-10 Employees,Web Development,Confidential,Jan. 2010 - Ongoing,Implex has developed a website for an online visual art platform. The team is tasked with managing the client's website Ux and UI issues.,5,,Clutch
98,Michael Faulconer,Former Product Owner,SmartLane,IT Services,Germany,11-50 Employees,"Custom Software Development, Mobile App Development","$50,000 to $199,999",Feb. 2018 - Mar. 2019,Implex provided mobile app and software development services for an online vehicle company. The app must let users view and bid for vehicles online. The team also created a web-based version of the app.,5,,Clutch
99,Sergiy Purish,CEO,ENESTECH SOFTWARE,Gaming,Cyprus,51-200 Employees,Other IT Consulting and SI,Confidential,July 2024 - Ongoing,"Implex is responsible for auditing an e-sports management SaaS platform. The team has audited the existing infrastructure, designed a new architecture, and created a deployment and migration plan.",5,,Clutch
100,Yurii Pochapskyi,Project Manager,Euristiq,IT Services,Ukraine,51-200 Employees,Custom Software Development,"$10,000 to $49,999",Jan. 2023 - Feb. 2024,Implex was hired by a software engineering company to help update a legacy system. This involved fixing existing bugs and checking the system for vulnerabilities.,5,,Clutch
101,Maksym Vskbnk,CEO,CND,Beauty & Cosmetics,Ukraine,1-10 Employees,"Custom Software Development, Mobile App Development","$10,000 to $49,999",Dec. 2016 - Apr. 2017,"A beauty company hired Implex for iOS mobile application development. Features included listed services with photos and pricing, transparent scheduling availability, and appointment booking options.",5,,Clutch
102,Andriy Varusha,COO & Co-Founder,Berezha Security,IT Services,Poland,1-10 Employees,Web Development,"Less than $10,000",Sep. 2020 - Sep. 2021,Implex provided web development and design services for a cybersecurity firm. The team helped the client build a new website that's faster and better looking than their old one.,5,,Clutch
103,Maria Alejandra Pérez Mirabal,Gerente de RRHH,Loyalty Program Co,Consulting,Venezuela,51-200 Employees,"Executive Search, Recruiting, Recruitment Process Outsourcing",Confidential,May 2024 - Feb. 2025,Bertoni Solutions provided recruitment services for a loyalty programs company. The team was tasked with finding qualified candidates for an IT manager position.,5,,Clutch
104,Charles Dawson,CFO & Co-Owner,BLEXIM,Retail,Peru,11-50 Employees,Other IT Consulting and SI,"Less than $10,000",Sep. 2021 - Feb. 2022,"A mining equipment retailer was looking to improve their communication channels, so they engaged with Bertoni Solutions for their Microsoft 365 migration expertise.",4.5,,Clutch
105,Daniel Moor,Senior Software Engineer,3M (Schweiz) GmbH,Healthcare,Switzerland,"10,001+ Employees",IT Staff Augmentation,"$50,000 to $199,999",May 2017 - Ongoing,"Bertoni Solutions augmented a healthcare software company's customer support team. They provided multilingual, knowledgeable, and experienced professionals to support various activities concerning customers.",5,,Clutch
106,Julian Greutter,Founder & CEO,B2B Retail Platform Company,Business services,Germany,1-10 Employees,"Custom Software Development, IT Staff Augmentation","$50,000 to $199,999",July 2025 - Ongoing,"SevenPro provides staff augmentation services for a B2B retail platform company. The team has met the client's precise persona and skill set, and delivered two software developers to support their operations.",5,,Clutch
107,Anna Shovkovska,Functional Analyst & Product Owner,I-Pulses,Information technology,Belgium,11-50 Employees,"Custom Software Development, IT Staff Augmentation","$50,000 to $199,999",Feb. 2025 - Ongoing,SevenPro provides staff augmentation services for an IT product company. The team has sourced two frontend developers who collaborate remotely with the client to ensure they meet development deadlines.,5,,Clutch
108,Denys Lezhnyov,Founder & CEO,IPTeam,Telecommunications,Ukraine,1-10 Employees,Web Development,"$10,000 to $49,999",Feb. - Sep. 2022,A CCTV installation company partnered with SevenPro to help build a digital solution. The goal is to create a product that integrates streaming data into the Cloud. React and Node.js were used on the project.,5,,Clutch
109,Klaus,CTO,Software Development Company,Software,Denmark,1-10 Employees,"Custom Software Development, IT Staff Augmentation","$10,000 to $49,999",Apr. 2021 - Ongoing,"SevenPro’s full stack developers augment a software development company’s internal team. Their developers develop, test, and implement solutions in Microsoft Azure outlined by the client and their customers.",5,,Clutch
110,Roman Katerynchyk,Founder,Health Management Firm,Healthcare,Ukraine,51-200 Employees,Custom Software Development,"$10,000 to $49,999",June - Sep. 2019,The client hired SevenPro to develop a health management software for a healthcare firm. They were tasked with enabling the cross-platform function and admin dashboard implementation.,5,,Clutch
111,Lasse Rostock,Co-Founder,nSales A/S,Software,Denmark,11-50 Employees,"Custom Software Development, Customer Service Outsourcing, E-Commerce Development, Web Development",Confidential,Jan. 2013 - Jan. 2022,"A B2B software and app developer hired Brain Station 23 Limited for their development services. The team built the client's apps and backend, assigning a dedicated team of .NET and iOS developers.",5,,Clutch
112,Filip Mitrovic,E-Commerce Product Manager,Intelisale,IT Services,Serbia,11-50 Employees,E-Commerce Development,Confidential,Jan. 2022 - Ongoing,"Brain Station 23 has designed and developed an e-commerce for an IT company. The team has conducted discovery sessions, built the front- and backend systems, integrated a payment gateway, and tested the site.",5,,Clutch
113,Lucas Donoso Pérez,Business Development Manager,Maruboshi Europe EURL,Automotive,Netherlands,11-50 Employees,Custom Software Development,"$10,000 to $49,999",May - Sep. 2022,"Brain Station 23 Limited developed a mobile app for a technical writing and translation company. The team built an open-source CMS, JSON file mapper, and REST API user authorization.",5,,Clutch
114,Paul Bester,Head of IT Project Management Europe,Telecommunications Co,Telecommunications,Netherlands,"1,001-5,000 Employees",IT Staff Augmentation,Confidential,May 2021 - Ongoing,"IT Teams provides IT support for a telecommunications company. The team has supported the company's European projects with project managers, developers, and software developers.",5,,Clutch
115,Linda Gardin,Practice Manager,Software Consulting Company,IT Services,Romania,"1,001-5,000 Employees",Custom Software Development,Confidential,Feb. - Dec. 2021,IT Teams provided IT staff augmentation to a software consulting company. They specifically provided Java developers to support a project for saving ElasticSearch objects into Oracle Database using Hibernate.,5,,Clutch
116,Alexandru Negulescu,Procurement Contract Specialist,1&1 Internet Development,Other Industry,Romania,201-500 Employees,IT Staff Augmentation,"$1,000,000 to $9,999,999",Jan. 2013 - Ongoing,"IT Teams provides IT staff augmentation services for a technology company. They provide resources with various skills, like Java developers and QR automation engineers, to work on the client’s various projects.",5,,Clutch
117,Alexandru Negulescu,Contract Specialist,1&1 Internet Development Romania,IT Services,Romania,201-500 Employees,"HR Outsourcing, Recruiting",Confidential,Jan. 2020 - Ongoing,"IT Teams provides staff augmentation services for an internet development company. The team is responsible for Java Developers, QA automation, andmanual.",5,,Clutch
118,Sven Wind,Process Solution Leader,PRO CLIENT,Other Industry,Germany,11-50 Employees,Custom Software Development,"$200,000 to $999,999",Jan. 2020 - Ongoing,IT Teams was tasked with digitalizing a sales company's product. The vendor was responsible for designing and developing a new product for them.,4.5,,Clutch
119,Diego Andres Serrano,CEO,Siaco SAS,Logistics & Supply Chain,Colombia,"501-1,000 Employees","Custom Software Development, Mobile App Development, UX/UI Design","$50,000 to $199,999",June - Dec. 2024,"Code Labs designed and developed a mobile app for a custom broker agency's on-field cargo inspections. They delivered a total of three versions of the app in phases, each one better than the previous one.",4.5,,Clutch
120,Derek Turkat,Co-Founder,"Co-Owner & Managing Director, Peloton K.K.",Other industries,Japan,11-50 Employees,Custom Software Development,"Less than $10,000",June 2025 - Ongoing,"ROCKETECH has built a SaaS platform for a recruitment company. The platform needs to automate 95% of the CV formatting process and allow users to log in, upload a resume, and download the formatted file.",5,,Clutch
121,Yuriy Dushin,CTO,Youth HealthTech,Information technology,United Kingdom,11-50 Employees,"Custom Software Development, IT Staff Augmentation","$50,000 to $199,999",Nov. 2024 - Ongoing,ROCKETECH has augmented the development staff for a healthtech startup. The team has handled the architecture of a cross-platform app that uses computer vision to capture medical parameters and screenings.,5,,Clutch
122,Nikolai,Marketing Manager,Headshot,Consulting,Cyprus,11-50 Employees,"Branding, Graphic Design, Web Development","$10,000 to $49,999",Jan. - Dec. 2024,"ROCKETECH developed a comprehensive brand concept for an IT recruitment agency. The team worked on the brand's design, book, and logo. They also built a website.",5,,Clutch
123,Nikolaï SYTAR,Former Recruitment Associate,Executive Interim Mgmt Co,Other Industry,France,1-10 Employees,"AI Development, Custom Software Development, Web Development","Less than $10,000",Jan. 2024 - Ongoing,ROCKETECH has provided a custom AI-based tool for an executive interim management company. This tool has been custom-tailored for the client to help them prepare and format CVs automatically.,5,,Clutch
124,Abdurrahman Bapir,Founder & CEO,Kurdcoin,Financial services,Iraq,1-10 Employees,"Mobile App Development, UX/UI Design, Web Development","$50,000 to $199,999",Feb. - Oct. 2022,A cryptocurrency exchange company hired ROCKETECH to design and develop their web and mobile app. The team also built an admin panel and worked on features that allowed users to buy and sell cryptocurrencies.,5,,Clutch
